source_org_id,source_system,org_guid,andor_org_name,org_type,parent_org_guid,notes
14bfea83-83b6-37ed-8bf7-5ead7c728f1e,synthea_andor_1000,ANDOR_ORG_071,Placeholder Org 71,clinic,ANDOR_SYSTEM,placeholder
14fb5558-905e-368f-930a-606ca51bd264,synthea_andor_1000,ANDOR_ORG_072,Placeholder Org 72,clinic,ANDOR_SYSTEM,placeholder
15204ca0-0332-3d6c-ad5c-24ef5d24129b,synthea_andor_1000,ANDOR_ORG_073,Placeholder Org 73,clinic,ANDOR_SYSTEM,placeholder
1527b11a-6ebb-3564-a787-8ee4cbf7661e,synthea_andor_1000,ANDOR_ORG_074,Placeholder Org 74,clinic,ANDOR_SYSTEM,placeholder
1541f767-8784-348a-85fd-29be0dac866a,synthea_andor_1000,ANDOR_ORG_075,Placeholder Org 75,clinic,ANDOR_SYSTEM,placeholder
15529da7-8404-3b0d-98ea-cf616624fc34,synthea_andor_1000,ANDOR_ORG_076,Placeholder Org 76,clinic,ANDOR_SYSTEM,placeholder
169b5a00-7561-3729-8cdc-c8dd9487f23c,synthea_andor_1000,ANDOR_ORG_077,Placeholder Org 77,clinic,ANDOR_SYSTEM,placeholder
17136061-6dfc-3675-aa6c-d0d7fbab072f,synthea_andor_1000,ANDOR_ORG_078,Placeholder Org 78,clinic,ANDOR_SYSTEM,placeholder
173dff30-49f7-3ecb-bc78-f923b46a6bd9,synthea_andor_1000,ANDOR_ORG_079,Placeholder Org 79,clinic,ANDOR_SYSTEM,placeholder
179c083c-d273-3ddd-a25d-969bf0a8e32b,synthea_andor_1000,ANDOR_ORG_080,Placeholder Org 80,clinic,ANDOR_SYSTEM,placeholder
1836165c-3d3f-3a22-93c2-de098c2c848d,synthea_andor_1000,ANDOR_ORG_081,Placeholder Org 81,clinic,ANDOR_SYSTEM,placeholder
185a50be-8685-3902-900e-b1042df97df8,synthea_andor_1000,ANDOR_ORG_082,Placeholder Org 82,clinic,ANDOR_SYSTEM,placeholder
187dd283-36e7-359c-9122-997d0018c8a0,synthea_andor_1000,ANDOR_ORG_083,Placeholder Org 83,clinic,ANDOR_SYSTEM,placeholder
18cec6d1-4a95-3483-bc6e-84ffa1180e25,synthea_andor_1000,ANDOR_ORG_084,Placeholder Org 84,clinic,ANDOR_SYSTEM,placeholder
18d5601a-0cbe-3b2a-8c63-c8bd24d89a24,synthea_andor_1000,ANDOR_ORG_085,Placeholder Org 85,clinic,ANDOR_SYSTEM,placeholder
18ecb346-71cb-3a90-8756-a6499e724143,synthea_andor_1000,ANDOR_ORG_086,Placeholder Org 86,clinic,ANDOR_SYSTEM,placeholder
1930e7ec-d6ad-32df-bf4e-3be0a4c1a4cd,synthea_andor_1000,ANDOR_ORG_087,Placeholder Org 87,clinic,ANDOR_SYSTEM,placeholder
194a22af-9294-36a9-85b0-6b21cc642269,synthea_andor_1000,ANDOR_ORG_088,Placeholder Org 88,clinic,ANDOR_SYSTEM,placeholder
198122f3-25a2-368a-ab48-9f89ba6d6c3c,synthea_andor_1000,ANDOR_ORG_089,Placeholder Org 89,clinic,ANDOR_SYSTEM,placeholder
1984c24f-d19e-39e4-b1d6-7088508690af,synthea_andor_1000,ANDOR_ORG_090,Placeholder Org 90,clinic,ANDOR_SYSTEM,placeholder
1a201e0e-4719-315f-99ea-1744886d58a2,synthea_andor_1000,ANDOR_ORG_091,Placeholder Org 91,clinic,ANDOR_SYSTEM,placeholder
1a243e2c-0274-39ff-bb80-bcc9880cc454,synthea_andor_1000,ANDOR_ORG_092,Placeholder Org 92,clinic,ANDOR_SYSTEM,placeholder
1a5fe040-d13d-3b7d-a60f-ded297a5e043,synthea_andor_1000,ANDOR_ORG_093,Placeholder Org 93,clinic,ANDOR_SYSTEM,placeholder
1b5e57b7-c0f3-380e-b72e-292b9e4ba08c,synthea_andor_1000,ANDOR_ORG_094,Placeholder Org 94,clinic,ANDOR_SYSTEM,placeholder
1b77f060-3059-3643-9e20-8de1b554c2da,synthea_andor_1000,ANDOR_ORG_095,Placeholder Org 95,clinic,ANDOR_SYSTEM,placeholder
1c9bfffc-6faa-3a27-8806-28a66e3cdc65,synthea_andor_1000,ANDOR_ORG_096,Placeholder Org 96,clinic,ANDOR_SYSTEM,placeholder
1cc3140f-b2a1-39e8-8bd1-77c2e435644d,synthea_andor_1000,ANDOR_ORG_097,Placeholder Org 97,clinic,ANDOR_SYSTEM,placeholder
1d02285d-7fcf-3016-82e0-a5edb2b22a03,synthea_andor_1000,ANDOR_ORG_098,Placeholder Org 98,clinic,ANDOR_SYSTEM,placeholder
1d09e692-ad8d-3688-8fa7-740dc33fb3ed,synthea_andor_1000,ANDOR_ORG_099,Placeholder Org 99,clinic,ANDOR_SYSTEM,placeholder
1d1973c7-26f5-309e-93eb-6c74f74a1dca,synthea_andor_1000,ANDOR_ORG_100,Placeholder Org 100,clinic,ANDOR_SYSTEM,placeholder
1d31d7b6-40ac-32bd-8979-664ad588f058,synthea_andor_1000,ANDOR_ORG_101,Placeholder Org 101,clinic,ANDOR_SYSTEM,placeholder
1d41d8dc-f433-378d-bce1-448b5518b1de,synthea_andor_1000,ANDOR_ORG_102,Placeholder Org 102,clinic,ANDOR_SYSTEM,placeholder
1d5b301f-9ad3-391b-90c1-0d12abd1f72f,synthea_andor_1000,ANDOR_ORG_103,Placeholder Org 103,clinic,ANDOR_SYSTEM,placeholder
1d7f9763-1356-3086-8d60-4be93170186f,synthea_andor_1000,ANDOR_ORG_104,Placeholder Org 104,clinic,ANDOR_SYSTEM,placeholder
1df6b44e-1a2e-3edb-a97b-0cdaf1c4b473,synthea_andor_1000,ANDOR_ORG_105,Placeholder Org 105,clinic,ANDOR_SYSTEM,placeholder
1dfd2005-251d-3e7d-8b0b-53bfb9e03cac,synthea_andor_1000,ANDOR_ORG_106,Placeholder Org 106,clinic,ANDOR_SYSTEM,placeholder
1e955de0-f82b-3c2e-885a-ee1f6f2fdacb,synthea_andor_1000,ANDOR_ORG_107,Placeholder Org 107,clinic,ANDOR_SYSTEM,placeholder
1f0498f9-59c8-332f-980d-aa9d5559609f,synthea_andor_1000,ANDOR_ORG_108,Placeholder Org 108,clinic,ANDOR_SYSTEM,placeholder
1f219dae-c672-3084-acb9-b1b0a5899a3e,synthea_andor_1000,ANDOR_ORG_109,Placeholder Org 109,clinic,ANDOR_SYSTEM,placeholder
1f295f18-8135-3218-bb74-087b212c2c57,synthea_andor_1000,ANDOR_ORG_110,Placeholder Org 110,clinic,ANDOR_SYSTEM,placeholder
203a7278-180d-333c-bcc6-862366c68835,synthea_andor_1000,ANDOR_ORG_111,Placeholder Org 111,clinic,ANDOR_SYSTEM,placeholder
20429fc4-29da-39a8-9d77-8d28bcc7457d,synthea_andor_1000,ANDOR_ORG_112,Placeholder Org 112,clinic,ANDOR_SYSTEM,placeholder
2052377f-4214-32a8-ac3c-c6c6fa45ae40,synthea_andor_1000,ANDOR_ORG_113,Placeholder Org 113,clinic,ANDOR_SYSTEM,placeholder
206a5666-9a18-330e-8c14-8197ac311807,synthea_andor_1000,ANDOR_ORG_114,Placeholder Org 114,clinic,ANDOR_SYSTEM,placeholder
2073f6e4-3d10-3929-9614-abe3aa6c5098,synthea_andor_1000,ANDOR_ORG_115,Placeholder Org 115,clinic,ANDOR_SYSTEM,placeholder
20a15146-38fd-3541-8a01-12dc4c2f096c,synthea_andor_1000,ANDOR_ORG_116,Placeholder Org 116,clinic,ANDOR_SYSTEM,placeholder
20bef96b-54dc-3139-bb48-7b07e91c91f0,synthea_andor_1000,ANDOR_ORG_117,Placeholder Org 117,clinic,ANDOR_SYSTEM,placeholder
20d17b08-849c-308e-8a47-88fd9f961141,synthea_andor_1000,ANDOR_ORG_118,Placeholder Org 118,clinic,ANDOR_SYSTEM,placeholder
213242fe-37b2-35bf-9370-0b5dda73832d,synthea_andor_1000,ANDOR_ORG_119,Placeholder Org 119,clinic,ANDOR_SYSTEM,placeholder
213986a4-9ac2-38be-b343-139befd5e21b,synthea_andor_1000,ANDOR_ORG_120,Placeholder Org 120,clinic,ANDOR_SYSTEM,placeholder
214c5982-8277-3095-86d5-6c54ca9860e3,synthea_andor_1000,ANDOR_ORG_121,Placeholder Org 121,clinic,ANDOR_SYSTEM,placeholder
216567ea-5e1a-3abe-8483-0f81087cf151,synthea_andor_1000,ANDOR_ORG_122,Placeholder Org 122,clinic,ANDOR_SYSTEM,placeholder
216a8c8d-dbe9-3ed8-a74b-8b6a0ddb374d,synthea_andor_1000,ANDOR_ORG_123,Placeholder Org 123,clinic,ANDOR_SYSTEM,placeholder
219bfba3-5440-32b0-90ef-1dc49c6cb9bf,synthea_andor_1000,ANDOR_ORG_124,Placeholder Org 124,clinic,ANDOR_SYSTEM,placeholder
226fea1c-b674-322c-aa86-d763ea57f632,synthea_andor_1000,ANDOR_ORG_125,Placeholder Org 125,clinic,ANDOR_SYSTEM,placeholder
22bd0a75-a8ef-3e1c-8b2c-4bfbfec61b4a,synthea_andor_1000,ANDOR_ORG_126,Placeholder Org 126,clinic,ANDOR_SYSTEM,placeholder
22f8559f-1a4c-3a06-8873-e49c934315e5,synthea_andor_1000,ANDOR_ORG_127,Placeholder Org 127,clinic,ANDOR_SYSTEM,placeholder
22fdc0f9-ecb1-3bfb-b338-8164e94972e5,synthea_andor_1000,ANDOR_ORG_128,Placeholder Org 128,clinic,ANDOR_SYSTEM,placeholder
23b6e874-653e-3558-b825-b07a725e5f14,synthea_andor_1000,ANDOR_ORG_129,Placeholder Org 129,clinic,ANDOR_SYSTEM,placeholder
23cfd135-f983-35c1-88c5-2bda29f93e63,synthea_andor_1000,ANDOR_ORG_130,Placeholder Org 130,clinic,ANDOR_SYSTEM,placeholder
23fa3f92-0404-3e35-994e-f93456244d57,synthea_andor_1000,ANDOR_ORG_131,Placeholder Org 131,clinic,ANDOR_SYSTEM,placeholder
24b2220c-6ebb-3d72-8930-e1b953d7c906,synthea_andor_1000,ANDOR_ORG_132,Placeholder Org 132,clinic,ANDOR_SYSTEM,placeholder
255df9cf-c5f6-393e-8d3a-99d003f15f38,synthea_andor_1000,ANDOR_ORG_133,Placeholder Org 133,clinic,ANDOR_SYSTEM,placeholder
25a3eae1-2500-3462-ba03-99ebc4a774d4,synthea_andor_1000,ANDOR_ORG_134,Placeholder Org 134,clinic,ANDOR_SYSTEM,placeholder
25bcac4e-735e-348b-93f3-ab2d56035d90,synthea_andor_1000,ANDOR_ORG_135,Placeholder Org 135,clinic,ANDOR_SYSTEM,placeholder
25d73af3-d52d-37a2-ad5f-97b9245257c4,synthea_andor_1000,ANDOR_ORG_136,Placeholder Org 136,clinic,ANDOR_SYSTEM,placeholder
26573e0f-b455-3587-8e45-bf1e50580a92,synthea_andor_1000,ANDOR_ORG_137,Placeholder Org 137,clinic,ANDOR_SYSTEM,placeholder
265e1313-59f1-3d56-8c18-832c2b600f07,synthea_andor_1000,ANDOR_ORG_138,Placeholder Org 138,clinic,ANDOR_SYSTEM,placeholder
2701eff4-e870-3a5b-b9ef-02bb8854493d,synthea_andor_1000,ANDOR_ORG_139,Placeholder Org 139,clinic,ANDOR_SYSTEM,placeholder
271e4aff-464d-3645-90a9-235c697f9b6f,synthea_andor_1000,ANDOR_ORG_140,Placeholder Org 140,clinic,ANDOR_SYSTEM,placeholder
274a5266-5b66-3581-8fd6-1f36664b265f,synthea_andor_1000,ANDOR_ORG_141,Placeholder Org 141,clinic,ANDOR_SYSTEM,placeholder
27cf7d2b-fc91-3a4f-a91a-7f45b56853c2,synthea_andor_1000,ANDOR_ORG_142,Placeholder Org 142,clinic,ANDOR_SYSTEM,placeholder
27d42e17-54fc-37f3-bbf3-436ce8dd97b1,synthea_andor_1000,ANDOR_ORG_143,Placeholder Org 143,clinic,ANDOR_SYSTEM,placeholder
27ebaf94-dcfb-35ba-93a0-a9b8dc20672c,synthea_andor_1000,ANDOR_ORG_144,Placeholder Org 144,clinic,ANDOR_SYSTEM,placeholder
2818ed4b-bbe4-378d-8cf3-9020dcaedb24,synthea_andor_1000,ANDOR_ORG_145,Placeholder Org 145,clinic,ANDOR_SYSTEM,placeholder
28bd889b-7e21-320e-87dc-d6af1696d0e1,synthea_andor_1000,ANDOR_ORG_146,Placeholder Org 146,clinic,ANDOR_SYSTEM,placeholder
29035565-d864-3005-b042-4c474ce8d660,synthea_andor_1000,ANDOR_ORG_147,Placeholder Org 147,clinic,ANDOR_SYSTEM,placeholder
29563b4c-a302-3c98-a149-88ab0daf51fb,synthea_andor_1000,ANDOR_ORG_148,Placeholder Org 148,clinic,ANDOR_SYSTEM,placeholder
2aa463ed-d368-3434-9a7c-957b1433f348,synthea_andor_1000,ANDOR_ORG_149,Placeholder Org 149,clinic,ANDOR_SYSTEM,placeholder
2ac54031-b256-37a1-b9c7-9ea13beaf88a,synthea_andor_1000,ANDOR_ORG_150,Placeholder Org 150,clinic,ANDOR_SYSTEM,placeholder
2adfecc8-5217-3292-9ecc-45177721e067,synthea_andor_1000,ANDOR_ORG_151,Placeholder Org 151,clinic,ANDOR_SYSTEM,placeholder
2bdce697-535c-385f-aa0f-1a66f0f8ec74,synthea_andor_1000,ANDOR_ORG_152,Placeholder Org 152,clinic,ANDOR_SYSTEM,placeholder
2c088602-eda2-38f5-9fbb-60ea9bdc424f,synthea_andor_1000,ANDOR_ORG_153,Placeholder Org 153,clinic,ANDOR_SYSTEM,placeholder
2d40b954-0162-3019-bc9c-1c333e14b86a,synthea_andor_1000,ANDOR_ORG_154,Placeholder Org 154,clinic,ANDOR_SYSTEM,placeholder
2e08d1e7-4ec6-372e-a9fa-4f5565c619aa,synthea_andor_1000,ANDOR_ORG_155,Placeholder Org 155,clinic,ANDOR_SYSTEM,placeholder
2e3e520e-b346-3de9-b752-cbef3ea2d767,synthea_andor_1000,ANDOR_ORG_156,Placeholder Org 156,clinic,ANDOR_SYSTEM,placeholder
2e57773e-df97-37b7-88b5-5ce318a9a624,synthea_andor_1000,ANDOR_ORG_157,Placeholder Org 157,clinic,ANDOR_SYSTEM,placeholder
2f73a429-0898-3d73-886d-bd55da641533,synthea_andor_1000,ANDOR_ORG_158,Placeholder Org 158,clinic,ANDOR_SYSTEM,placeholder
2fb0df69-6ff2-3c80-a5e7-9c6279e30d08,synthea_andor_1000,ANDOR_ORG_159,Placeholder Org 159,clinic,ANDOR_SYSTEM,placeholder
2ffd7933-bd2a-3194-97e4-e89791334817,synthea_andor_1000,ANDOR_ORG_160,Placeholder Org 160,clinic,ANDOR_SYSTEM,placeholder
3003fb33-3f66-31d4-801c-491a807ba0f6,synthea_andor_1000,ANDOR_ORG_161,Placeholder Org 161,clinic,ANDOR_SYSTEM,placeholder
301a2517-88c7-3f2d-842b-1aaef93e8f30,synthea_andor_1000,ANDOR_ORG_162,Placeholder Org 162,clinic,ANDOR_SYSTEM,placeholder
30ecc535-c5a0-37c2-8d47-ab78b2fd01ef,synthea_andor_1000,ANDOR_ORG_163,Placeholder Org 163,clinic,ANDOR_SYSTEM,placeholder
31300655-23c4-3a09-be42-34320cfeb5b6,synthea_andor_1000,ANDOR_ORG_164,Placeholder Org 164,clinic,ANDOR_SYSTEM,placeholder
31b468f1-91fa-311e-876e-37193373b046,synthea_andor_1000,ANDOR_ORG_165,Placeholder Org 165,clinic,ANDOR_SYSTEM,placeholder
320eb8d1-76bd-3051-9f61-f1408c3e2241,synthea_andor_1000,ANDOR_ORG_166,Placeholder Org 166,clinic,ANDOR_SYSTEM,placeholder
325ffbaa-740e-3a42-9fe2-eb1013e0f337,synthea_andor_1000,ANDOR_ORG_167,Placeholder Org 167,clinic,ANDOR_SYSTEM,placeholder
326ad836-8fdf-39ce-9808-ba623c5fd7c1,synthea_andor_1000,ANDOR_ORG_168,Placeholder Org 168,clinic,ANDOR_SYSTEM,placeholder
332e3dc9-0df1-3c25-a864-c5e6b8eeed23,synthea_andor_1000,ANDOR_ORG_169,Placeholder Org 169,clinic,ANDOR_SYSTEM,placeholder
333a239f-c310-36c6-ab53-55b111c734f4,synthea_andor_1000,ANDOR_ORG_170,Placeholder Org 170,clinic,ANDOR_SYSTEM,placeholder
334ab976-c9fb-3793-9e5b-d87e63d8a5d3,synthea_andor_1000,ANDOR_ORG_171,Placeholder Org 171,clinic,ANDOR_SYSTEM,placeholder
3426f193-4095-3eaf-a177-099e98382928,synthea_andor_1000,ANDOR_ORG_172,Placeholder Org 172,clinic,ANDOR_SYSTEM,placeholder
