source_practitioner_id,source_system,npi,andor_practitioner_id,andor_practitioner_name,andor_specialty_nucc,andor_specialty_text,andor_org_guid,notes
99bc5a67-5960-3345-98a2-1794b9e1de45,synthea_andor_1000,9999962597,,Larraine124 Torphy630,,,pending_org,pending org GUID mapping
51ce6cc4-08a5-3884-bd5c-831767c03010,synthea_andor_1000,9999916593,,Vicente970 Cruickshank494,,,pending_org,pending org GUID mapping
481d3e0f-8bfd-38fb-b948-99f102fdb5ba,synthea_andor_1000,9999882399,,Jettie913 Rodriguez71,,,pending_org,pending org GUID mapping
fb0dbf69-5dc2-3885-9373-0ade63dd6e96,synthea_andor_1000,9999996595,,Miguel815 Roberts511,,,pending_org,pending org GUID mapping
c823ac11-b398-3bdb-803d-dd2a7f5d3f3e,synthea_andor_1000,9999917799,,Rosa195 Ritchie586,,,pending_org,pending org GUID mapping
8bb860c6-0c9b-3a16-8eab-5f7eccc9bf1c,synthea_andor_1000,9999932491,,Jovita355 Muller251,,,pending_org,pending org GUID mapping
9bbd0801-58bd-37bb-82be-7f77b061a40e,synthea_andor_1000,9999914796,,Yong583 Zulauf375,,,pending_org,pending org GUID mapping
5c6c4fcc-7247-3ca1-81af-553f6c0ce12b,synthea_andor_1000,9999993998,,Willian804 Batz141,,,pending_org,pending org GUID mapping
c5c7b511-afac-3778-afbc-a34f6a61a400,synthea_andor_1000,9999985697,,Allan198 Moore224,,,pending_org,pending org GUID mapping
9b08b58d-0de0-30d1-91ec-3b2501173dda,synthea_andor_1000,9999957993,,Marchelle563 Hettinger594,,,pending_org,pending org GUID mapping
8b054147-b368-3dde-8f1a-29f622771f40,synthea_andor_1000,9999994293,,Ollie731 Dooley940,,,pending_org,pending org GUID mapping
58ba8027-e80f-3e07-8a69-33e27172627d,synthea_andor_1000,9999944397,,Eugene421 Feest103,,,pending_org,pending org GUID mapping
65cd87da-c012-3202-b1a6-e3c9938cdf1c,synthea_andor_1000,9999914390,,Kristen940 D'Amore443,,,pending_org,pending org GUID mapping
638c12a7-8b3f-3be6-bb53-b6cf4ac6b938,synthea_andor_1000,9999907196,,Penni796 Okuneva707,,,pending_org,pending org GUID mapping
2024505b-ed0a-3c63-9e73-09a3b7def367,synthea_andor_1000,9999990291,,Lino542 Feest103,,,pending_org,pending org GUID mapping
28fa11e5-a54c-3bc9-a780-ac49303a81d1,synthea_andor_1000,9999967190,,Coretta598 Schuster709,,,pending_org,pending org GUID mapping
de0d6408-b760-3142-b62b-d92f82243c61,synthea_andor_1000,9999914291,,Benny518 Jast432,,,pending_org,pending org GUID mapping
b8a8206e-8533-308f-af6e-90f799bf29af,synthea_andor_1000,9999883397,,Stephen891 Stamm704,,,pending_org,pending org GUID mapping
3c618715-3979-3298-8b63-117f9020fb30,synthea_andor_1000,9999924290,,Dylan44 Willms744,,,pending_org,pending org GUID mapping
f6127567-8057-30fa-b043-ec1fcb39a70f,synthea_andor_1000,9999943696,,Gordon377 Wuckert783,,,pending_org,pending org GUID mapping
dba4ff8b-cdf9-342d-8b31-50c426870ee9,synthea_andor_1000,9999967695,,Alica364 Hartmann983,,,pending_org,pending org GUID mapping
ae49a54c-5172-3b82-b0f3-ab11f66f374b,synthea_andor_1000,9999945394,,Latrice352 Ferry570,,,pending_org,pending org GUID mapping
1778200b-f4a4-3cde-a847-14c09bf28d0f,synthea_andor_1000,9999944298,,Jeana169 Cronin387,,,pending_org,pending org GUID mapping
7820033b-dbd3-371f-9650-cb2bf4a542a7,synthea_andor_1000,9999992495,,Rayford811 Bashirian201,,,pending_org,pending org GUID mapping
2fdd8f7b-c27c-3e4b-82df-d98719409bd0,synthea_andor_1000,9999931998,,Angele108 Bogan287,,,pending_org,pending org GUID mapping
029d3018-e45c-3c47-89dc-917d1ce296e8,synthea_andor_1000,9999968693,,Linn541 Lynch190,,,pending_org,pending org GUID mapping
668e6fd8-0b6c-3787-b033-65aece191b3d,synthea_andor_1000,9999892695,,Lavern240 Bogisich202,,,pending_org,pending org GUID mapping
b12498f5-25e7-38bd-b234-e7342c8f4c59,synthea_andor_1000,9999926196,,Monroe732 Mills423,,,pending_org,pending org GUID mapping
92f9e467-f29d-3f67-8530-cff38911b1df,synthea_andor_1000,9999992198,,Randy380 Bergstrom287,,,pending_org,pending org GUID mapping
39b3db73-1de0-3a98-9586-e292373c0768,synthea_andor_1000,9999975698,,Huong243 Jakubowski832,,,pending_org,pending org GUID mapping
21d38755-c122-35ab-9864-29320b58a0c1,synthea_andor_1000,9999987990,,Jeannette562 Dare640,,,pending_org,pending org GUID mapping
6037df96-c745-3e93-b826-2bc6185728a6,synthea_andor_1000,9999937995,,Brian582 Cummerata161,,,pending_org,pending org GUID mapping
ec3417b8-83f9-37c1-9714-bafd0ddb0cba,synthea_andor_1000,9999998096,,Mickey576 Gerlach374,,,pending_org,pending org GUID mapping
4fb4e2bf-9ba1-350e-ab9f-cc70f01e00af,synthea_andor_1000,9999940791,,Glenn0 Keeling57,,,pending_org,pending org GUID mapping
016ad0fc-6f51-35ba-a70a-8c2fe6a75dea,synthea_andor_1000,9999939090,,Tracy345 Wilderman619,,,pending_org,pending org GUID mapping
b242145d-4523-33e9-b439-9cc554ecedbd,synthea_andor_1000,9999894998,,Ignacio928 Beier427,,,pending_org,pending org GUID mapping
95855428-ac5d-3e2a-842f-9b694f8b3280,synthea_andor_1000,9999985291,,Krystal150 Pollich983,,,pending_org,pending org GUID mapping
b2364040-54ba-3ee1-a828-3126a47c69b5,synthea_andor_1000,9999927798,,Angle307 Brakus656,,,pending_org,pending org GUID mapping
fdb6f6ba-6c76-30e2-abd1-3d7cd64b6e4b,synthea_andor_1000,9999940494,,Isaias604 Dickinson688,,,pending_org,pending org GUID mapping
90b33d36-7839-31b5-bef1-5beff26dd75a,synthea_andor_1000,9999983791,,Jeniffer557 Wolf938,,,pending_org,pending org GUID mapping
29e1c7c0-7fc0-3791-af14-f1d2bf584ca3,synthea_andor_1000,9999937599,,Numbers230 Waters156,,,pending_org,pending org GUID mapping
7b23eb4f-f7ec-3f4c-8a18-710e41f772db,synthea_andor_1000,9999996793,,Joanna347 Abbott774,,,pending_org,pending org GUID mapping
1402d607-10c9-31b7-9526-316e6d3d0812,synthea_andor_1000,9999912196,,Jacobo456 Casanova632,,,pending_org,pending org GUID mapping
57911c66-c4b4-398a-b052-37acfc934e48,synthea_andor_1000,9999983692,,Kim439 Eichmann909,,,pending_org,pending org GUID mapping
b9260343-213c-3b31-a848-cef8335ee6a3,synthea_andor_1000,9999905992,,Arielle168 Dare640,,,pending_org,pending org GUID mapping
86904ab1-39e6-30e9-ba10-de935ced71ee,synthea_andor_1000,9999887398,,Bernardo699 Homenick806,,,pending_org,pending org GUID mapping
d05eaaf7-2c13-36c0-8f70-6fe85a038b2b,synthea_andor_1000,9999967398,,Sherita708 Hudson301,,,pending_org,pending org GUID mapping
dd734296-3308-3daf-b6da-9e5b47f6a59a,synthea_andor_1000,9999896993,,Millie392 Hoppe518,,,pending_org,pending org GUID mapping
f704dfc7-f7b8-3fcf-99e6-1bfee79283b8,synthea_andor_1000,9999992297,,Iva908 O'Keefe54,,,pending_org,pending org GUID mapping
a8ef9071-0691-3656-a36e-cf3d4455c8ba,synthea_andor_1000,9999922690,,Dinah304 Kub800,,,pending_org,pending org GUID mapping
aede99e2-1355-368a-8bd2-18ee0847c37a,synthea_andor_1000,9999891895,,Bradley693 Runolfsson901,,,pending_org,pending org GUID mapping
583f0a45-37e9-3108-a27e-8c6b2a415c0a,synthea_andor_1000,9999932996,,Darin74 Emard19,,,pending_org,pending org GUID mapping
89181c0a-b9ad-31e6-a479-dce84d68770c,synthea_andor_1000,9999952895,,Mckinley734 Rodriguez71,,,pending_org,pending org GUID mapping
985b64c0-4852-3750-9649-062b50a7bdf0,synthea_andor_1000,9999905794,,Patrick786 Langosh790,,,pending_org,pending org GUID mapping
d9d140c6-c79c-3a57-9485-84b0e4e39af3,synthea_andor_1000,9999923292,,Elwanda490 Little434,,,pending_org,pending org GUID mapping
cdca1de6-cafd-3987-8f76-c4640026009c,synthea_andor_1000,9999913095,,Henriette328 Skiles927,,,pending_org,pending org GUID mapping
6d6a4619-0c1e-3702-9f22-eb674c64d735,synthea_andor_1000,9999994699,,Chris95 Casper496,,,pending_org,pending org GUID mapping
13129868-4089-3aa8-9d46-001a05a7be14,synthea_andor_1000,9999987495,,Ernesto186 Davis923,,,pending_org,pending org GUID mapping
084e6479-de19-3d98-8c10-df62516d5593,synthea_andor_1000,9999901090,,Elsa29 Schultz619,,,pending_org,pending org GUID mapping
328d2057-6554-3039-80c5-2544d340abb1,synthea_andor_1000,9999938399,,Mickey576 Borer986,,,pending_org,pending org GUID mapping
52ecb7fa-41bf-31c6-88e3-0edff4648633,synthea_andor_1000,9999968990,,Christeen33 Toy286,,,pending_org,pending org GUID mapping
fb4086dd-3e76-3019-99e0-7ab69d8b0a37,synthea_andor_1000,9999887091,,Dean966 Kris249,,,pending_org,pending org GUID mapping
0fee4a6f-aa50-3f3f-8875-be002d1da967,synthea_andor_1000,9999966291,,Monty345 Bosco882,,,pending_org,pending org GUID mapping
f9e42512-1dcd-3001-a733-e18c3bfe3714,synthea_andor_1000,9999995696,,Jarvis643 Ankunding277,,,pending_org,pending org GUID mapping
f281782c-5eac-32fd-86b1-d05d9af98f87,synthea_andor_1000,9999966697,,Buck819 Ankunding277,,,pending_org,pending org GUID mapping
bcac20a4-ff7e-3361-9434-b18f4b5a7348,synthea_andor_1000,9999906396,,Elli820 Boyle917,,,pending_org,pending org GUID mapping
28e1df21-60e5-31b4-abcc-40c8bf720bae,synthea_andor_1000,9999979898,,Anita473 Araña824,,,pending_org,pending org GUID mapping
14ba33ac-31a7-33a2-87cb-b6da0ad61da7,synthea_andor_1000,9999970798,,Ken316 Kerluke267,,,pending_org,pending org GUID mapping
806f9908-e09f-3414-9c45-dbfd44300d1d,synthea_andor_1000,9999970491,,Odell776 Greenholt190,,,pending_org,pending org GUID mapping
cb561f85-1baf-3512-9efd-592f2bd1f224,synthea_andor_1000,9999914499,,Lynette631 Orn563,,,pending_org,pending org GUID mapping
e5f57b62-6016-3718-a6c6-0ba33d55ddae,synthea_andor_1000,9999965897,,Isaac321 Kub800,,,pending_org,pending org GUID mapping
d04a49c8-d962-3ac9-ba79-b417c120b0a2,synthea_andor_1000,9999985390,,Esperanza675 Berríos934,,,pending_org,pending org GUID mapping
f0a11d69-db6e-3930-94eb-f6c23ab00b50,synthea_andor_1000,9999980896,,Gerardo48 Conn188,,,pending_org,pending org GUID mapping
0b1ac860-1e06-328d-8575-929bcd0132bc,synthea_andor_1000,9999945295,,Augustine565 Kreiger457,,,pending_org,pending org GUID mapping
0f968dbf-4022-3020-9917-212510d62d09,synthea_andor_1000,9999922997,,Shanita956 Schultz619,,,pending_org,pending org GUID mapping
b891dfc2-8792-3f95-a1cc-b3e3e64f4ebb,synthea_andor_1000,9999969295,,Wilfredo622 Mraz590,,,pending_org,pending org GUID mapping
f19f65dd-9354-318e-98e4-ce1e41938ef9,synthea_andor_1000,9999940197,,Moshe758 Bartoletti50,,,pending_org,pending org GUID mapping
d7b86339-a4e3-3645-a125-9d25fa2dfda2,synthea_andor_1000,9999914994,,Alejandro916 O'Reilly797,,,pending_org,pending org GUID mapping
53a25c34-c349-3d2e-9288-077c515f7efd,synthea_andor_1000,9999892596,,Bruce167 Schowalter414,,,pending_org,pending org GUID mapping
d6b05f42-65ff-3b46-994c-15b80d0f52b5,synthea_andor_1000,9999886390,,Lashanda692 Gutmann970,,,pending_org,pending org GUID mapping
0b74d262-371e-3802-82d4-6bdd76e211e5,synthea_andor_1000,9999984294,,Nu535 Huel628,,,pending_org,pending org GUID mapping
1cbf12ae-4c3a-3d96-adf4-04fd4c48aa1e,synthea_andor_1000,9999981795,,Clay913 Roberts511,,,pending_org,pending org GUID mapping
44b76486-1ad4-3ef4-a6e0-2b1c82ab3e30,synthea_andor_1000,9999944694,,Ronald408 Huels583,,,pending_org,pending org GUID mapping
2689e370-161c-3913-bb67-6882955f62f2,synthea_andor_1000,9999925198,,Coral377 Hodkiewicz467,,,pending_org,pending org GUID mapping
9c0690b0-8736-30c8-8fab-5a7c02495827,synthea_andor_1000,9999943092,,Carolynn568 Von197,,,pending_org,pending org GUID mapping
742014e0-44fe-3db0-9cf5-d6f1d204442a,synthea_andor_1000,9999989293,,Rueben647 Friesen796,,,pending_org,pending org GUID mapping
94c4fb86-cea7-30d3-92f2-5c3084448cd3,synthea_andor_1000,9999950790,,Maren639 Aufderhar910,,,pending_org,pending org GUID mapping
a4b23a5b-5b50-3e3e-8b84-e7d1b543d496,synthea_andor_1000,9999955393,,Isiah14 Nikolaus26,,,pending_org,pending org GUID mapping
605f5159-1f5f-3c12-9942-33bfd2139f1e,synthea_andor_1000,9999988097,,Jackelyn13 Pacocha935,,,pending_org,pending org GUID mapping
140e15e4-1266-3336-96e6-d81ab21e6b3f,synthea_andor_1000,9999923896,,Santo387 Batz141,,,pending_org,pending org GUID mapping
029a456b-46bc-3cb5-b1ac-9d4237f10932,synthea_andor_1000,9999995795,,Harland508 Ryan260,,,pending_org,pending org GUID mapping
6bb74b37-9cb9-3883-a6f6-081befd58c21,synthea_andor_1000,9999988790,,Jerrell6 Rippin620,,,pending_org,pending org GUID mapping
5608880a-5944-3fb4-968f-339602fa5383,synthea_andor_1000,9999919696,,Darryl392 Smith67,,,pending_org,pending org GUID mapping
00fe5663-b85b-3413-b5d1-7fd0848b48ed,synthea_andor_1000,9999933796,,Lawerence6 Welch179,,,pending_org,pending org GUID mapping
2e827530-4629-37e6-ba6a-8c481377f8a2,synthea_andor_1000,9999997098,,Nicholle822 Crooks415,,,pending_org,pending org GUID mapping
ce72d332-03a9-3a37-bf14-40b816d86fd1,synthea_andor_1000,9999955492,,Fritz267 Kirlin939,,,pending_org,pending org GUID mapping
736f90d4-2e1f-39f2-a69c-d6c8dfa95c9b,synthea_andor_1000,9999898890,,Elisha578 Conn188,,,pending_org,pending org GUID mapping
61ea94fb-d140-3ec9-b04e-acd2a9d8730a,synthea_andor_1000,9999959395,,Adam631 Towne435,,,pending_org,pending org GUID mapping
88507b02-736d-310c-9088-8228628bb87b,synthea_andor_1000,9999988998,,Jolyn4 Borer986,,,pending_org,pending org GUID mapping
c61f517b-4146-3914-b243-3c1fa0163447,synthea_andor_1000,9999983098,,Erich201 Christiansen251,,,pending_org,pending org GUID mapping
07be39fa-3b85-3712-b651-b589eae77a5b,synthea_andor_1000,9999971697,,Kurtis994 Strosin214,,,pending_org,pending org GUID mapping
1db632c9-d8a1-358e-a4eb-a51c184aeaaf,synthea_andor_1000,9999919399,,Olen518 Padberg411,,,pending_org,pending org GUID mapping
94c45ce7-7b61-3dea-a652-aa381aa759bd,synthea_andor_1000,9999954198,,Vincent299 Bergnaum523,,,pending_org,pending org GUID mapping
7e66608c-0b1e-3f85-a66e-7d428b1d132f,synthea_andor_1000,9999890095,,Spencer878 Mills423,,,pending_org,pending org GUID mapping
c12c71b3-7c5d-3baf-ab44-cae835e10964,synthea_andor_1000,9999889592,,Kyle55 Goyette777,,,pending_org,pending org GUID mapping
9fa0c68a-3d92-329f-a392-bd981b212e9c,synthea_andor_1000,9999975193,,Viki353 Boehm581,,,pending_org,pending org GUID mapping
2ee73b2c-ef9d-39ba-b3a7-89805031b59e,synthea_andor_1000,9999951392,,Verdell500 Hammes673,,,pending_org,pending org GUID mapping
2c79097a-3927-35dc-b48b-18d30c72a191,synthea_andor_1000,9999950998,,Duane703 Gorczany269,,,pending_org,pending org GUID mapping
5590b15c-3ba4-3b23-a7c9-a26401b212ce,synthea_andor_1000,9999935791,,Tyson541 Hettinger594,,,pending_org,pending org GUID mapping
d4a3f7da-1a77-388a-8440-35a84803dca6,synthea_andor_1000,9999938894,,Jonah176 Powlowski563,,,pending_org,pending org GUID mapping
556baa2d-3c27-3532-9a33-4675917a4df4,synthea_andor_1000,9999938498,,Rema399 McDermott739,,,pending_org,pending org GUID mapping
e0f841a4-6712-360f-a73a-98a52961069d,synthea_andor_1000,9999948398,,Kristopher775 Schiller186,,,pending_org,pending org GUID mapping
704497cf-8b68-32fa-ae61-50d437e79959,synthea_andor_1000,9999966499,,Tilda804 Roob72,,,pending_org,pending org GUID mapping
b578491f-c098-3922-8f86-100946db9c9d,synthea_andor_1000,9999943290,,Chasity985 Daniel959,,,pending_org,pending org GUID mapping
ee4fdee7-9336-36dc-852f-32c88318d20d,synthea_andor_1000,9999992693,,Riley817 Prohaska837,,,pending_org,pending org GUID mapping
7ada0146-4b66-3423-a688-aa2e81fc8335,synthea_andor_1000,9999918193,,Ricki338 Bradtke547,,,pending_org,pending org GUID mapping
93f7d7f2-98a0-32fc-a7c6-87b3fa10f811,synthea_andor_1000,9999994590,,Lynsey2 Lemke654,,,pending_org,pending org GUID mapping
c7a69dd4-2fb0-3226-8567-3f8bb947e99e,synthea_andor_1000,9999939397,,Lorie307 Grady603,,,pending_org,pending org GUID mapping
4020a228-680e-3521-a4cd-1a1338b7e22b,synthea_andor_1000,9999913293,,Harley673 Denesik803,,,pending_org,pending org GUID mapping
06547e97-af50-39dd-a6fc-827159b30ac6,synthea_andor_1000,9999898999,,Delbert384 Tromp100,,,pending_org,pending org GUID mapping
e51505fa-1ba2-3bbb-b9db-8b6134affdaa,synthea_andor_1000,9999954396,,Otelia900 Rempel203,,,pending_org,pending org GUID mapping
8781c050-ba7a-368b-a6a7-2599f0746ba6,synthea_andor_1000,9999915397,,Don899 Kulas532,,,pending_org,pending org GUID mapping
2af73d69-b128-370c-8668-08f9f9bc1787,synthea_andor_1000,9999971093,,Elmo857 Hodkiewicz467,,,pending_org,pending org GUID mapping
48500b71-8e0f-353c-833a-5e3f41ff0885,synthea_andor_1000,9999952093,,Alton320 Dibbert990,,,pending_org,pending org GUID mapping
6142c508-a9a7-31c9-b132-b650d9218902,synthea_andor_1000,9999889998,,Emilia403 Breitenberg711,,,pending_org,pending org GUID mapping
53f2823d-076b-3fa2-923f-489ff91693e9,synthea_andor_1000,9999883991,,Elijah719 Flatley871,,,pending_org,pending org GUID mapping
9df84744-8dd7-370a-b35d-faffd015b30d,synthea_andor_1000,9999928192,,Lindsay928 Ward668,,,pending_org,pending org GUID mapping
e3fb78b5-4bdf-3843-9674-16a232050d53,synthea_andor_1000,9999892992,,Lavonna163 Johnson679,,,pending_org,pending org GUID mapping
504b44d0-2fe5-3ff1-953d-52f7bc789d88,synthea_andor_1000,9999890293,,Clement78 Gleason633,,,pending_org,pending org GUID mapping
c5d51d69-c89b-304c-b0aa-4ec839fed6c8,synthea_andor_1000,9999972497,,Rudy520 Mosciski958,,,pending_org,pending org GUID mapping
a9c1598e-d84d-3612-a85f-6a1b4861762c,synthea_andor_1000,9999914093,,Samella245 Weber641,,,pending_org,pending org GUID mapping
2e1a22bd-6a93-3330-94c7-0a958fc555e2,synthea_andor_1000,9999951293,,Tora746 Kertzmann286,,,pending_org,pending org GUID mapping
bbf84564-d5d4-36cc-bfe1-54f9fc8a6497,synthea_andor_1000,9999950592,,Jodie811 Hermann103,,,pending_org,pending org GUID mapping
d42a07ac-e558-3063-b039-3621cd32c2aa,synthea_andor_1000,9999909291,,Columbus656 Koch169,,,pending_org,pending org GUID mapping
e0496047-2ed8-3c73-92a0-6ffe8f25da68,synthea_andor_1000,9999932095,,Ivan258 McClure239,,,pending_org,pending org GUID mapping
4b881ab3-f8b6-39a6-a450-f761731ae556,synthea_andor_1000,9999989996,,Sang383 Blanda868,,,pending_org,pending org GUID mapping
deeb24e1-5596-34b3-a1b5-e7f978762f6c,synthea_andor_1000,9999948497,,Trent525 Krajcik437,,,pending_org,pending org GUID mapping
c41befb0-7637-3075-962d-37d3492cf689,synthea_andor_1000,9999991992,,Deja232 Ratke343,,,pending_org,pending org GUID mapping
d83ef39e-1f26-3564-9e13-ae0663307789,synthea_andor_1000,9999928390,,Danyel335 Cruickshank494,,,pending_org,pending org GUID mapping
2ecc8f41-b39b-3573-abb1-30666e941376,synthea_andor_1000,9999990499,,Raúl937 Piña753,,,pending_org,pending org GUID mapping
e98a6996-8354-3458-8939-d892e06f8471,synthea_andor_1000,9999978098,,Britt177 O'Keefe54,,,pending_org,pending org GUID mapping
14d9d36c-e469-3be6-927a-e48efd68688b,synthea_andor_1000,9999922294,,Roland928 MacGyver246,,,pending_org,pending org GUID mapping
7d8a2712-a818-337e-a725-fa442d4b0378,synthea_andor_1000,9999925396,,Hilario934 Nicolas769,,,pending_org,pending org GUID mapping
0249cb22-a05d-3acd-99c1-7196cf87be69,synthea_andor_1000,9999909697,,Sheldon401 Hoeger474,,,pending_org,pending org GUID mapping
1b6b01c1-00ca-321f-8774-22953312d13d,synthea_andor_1000,9999924894,,Luana867 Bayer639,,,pending_org,pending org GUID mapping
5bb32d51-153c-32fd-9690-5a53a5dfeac0,synthea_andor_1000,9999959197,,Dierdre747 Leuschke194,,,pending_org,pending org GUID mapping
742d3195-f0c9-31fe-819c-d216c8f5b47c,synthea_andor_1000,9999985192,,Desmond566 Schaefer657,,,pending_org,pending org GUID mapping
5571141b-eb0f-3df9-a7dd-665a74799eae,synthea_andor_1000,9999923490,,Winston220 Schneider199,,,pending_org,pending org GUID mapping
4ab9f3b1-85c7-31f2-b3e5-2300ac4ee566,synthea_andor_1000,9999943894,,Josh874 Feil794,,,pending_org,pending org GUID mapping
26f68506-5dd7-3b7f-aed6-3e28c91667b6,synthea_andor_1000,9999887695,,Lacy523 Littel644,,,pending_org,pending org GUID mapping
3a8706d8-ff31-3815-aa4f-7e5d5740fb8a,synthea_andor_1000,9999941690,,Johnathan55 Padberg411,,,pending_org,pending org GUID mapping
415eaeae-f213-33aa-a5ce-25ff3fb8e735,synthea_andor_1000,9999969394,,Theo630 Homenick806,,,pending_org,pending org GUID mapping
73acce59-59ec-338c-9c24-500ab8f36e98,synthea_andor_1000,9999950394,,Adolfo777 Abernathy524,,,pending_org,pending org GUID mapping
e310064b-f487-36de-8596-acafe32dac42,synthea_andor_1000,9999992099,,Hermelinda327 Hyatt152,,,pending_org,pending org GUID mapping
e1cdbbf0-ed12-3845-a32e-5e73ecb331bb,synthea_andor_1000,9999968396,,Carrol931 Hyatt152,,,pending_org,pending org GUID mapping
ae7dc310-fd88-3313-a74c-26ed2706ec55,synthea_andor_1000,9999990598,,Bryon392 Mann644,,,pending_org,pending org GUID mapping
85e6a2f6-94b5-37c8-ad4d-bfe0dd1eeb24,synthea_andor_1000,9999965798,,Leanora120 Pacocha935,,,pending_org,pending org GUID mapping
ad98939b-fb76-3e0d-879f-d3bd049b5f43,synthea_andor_1000,9999952192,,Joel444 Bins636,,,pending_org,pending org GUID mapping
f5dfb91d-fa65-3d7c-a664-86d5819ae3d1,synthea_andor_1000,9999906594,,Lael572 Kris249,,,pending_org,pending org GUID mapping
29e3b4d5-fb44-31ce-ab49-3ab83492e2b4,synthea_andor_1000,9999900993,,Cecil300 Fahey393,,,pending_org,pending org GUID mapping
b5a58fd8-b212-3791-a9ad-d14df1f4bf2b,synthea_andor_1000,9999949198,,Florance664 Leannon79,,,pending_org,pending org GUID mapping
c0e1bc76-63bb-3f1c-b613-0d9470f26317,synthea_andor_1000,9999908392,,Lesha323 Emard19,,,pending_org,pending org GUID mapping
e9431d72-03ab-399f-bf8c-d3f53ceb774b,synthea_andor_1000,9999997296,,Eldora89 Langosh790,,,pending_org,pending org GUID mapping
dd2c3f5b-e0fe-3623-b373-ab2201bbd92b,synthea_andor_1000,9999972299,,Roxanna261 Gleichner915,,,pending_org,pending org GUID mapping
349061a4-2ea6-35fb-81cc-8ce445a63b86,synthea_andor_1000,9999971598,,Brendan864 Hintz995,,,pending_org,pending org GUID mapping
cdd944ab-6282-3e4e-9f3b-678eb818ab78,synthea_andor_1000,9999888693,,Denver542 Runte676,,,pending_org,pending org GUID mapping
