Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
c8fcc9c9-06e4-341c-b01e-724c35be116c,COUNTY OF IOWA,3151 COUNTY ROAD CH,DODGEVILLE,WI,535339108,42.9601384,-90.1588626,6089353321,0.0,8
f9779018-1cdf-3526-a5a8-883f18b77d89,Andor Medical Center,123 University Ave,Madison,WI,53715,43.071,-89.4008,6085550100,0.0,72043
c27a987a-7f97-3e08-94e4-38c033a92230,MERCYHEALTH AT HOME,901 MINERAL POINT AVE,JANESVILLE,WI,535482970,42.686707,-89.030513,6087542201,0.0,344
59d710fa-a4ad-3900-964e-2608b67a0208,CLEARVIEW,198 COUNTY  DF,JUNEAU,WI,530399515,43.4168047,-88.69796414455445,9203863400,0.0,772
7782b61a-fe56-366e-a098-f34a49ebe8f8,HOMEWARD BOUND HOME HEALTH  INC,130 W ELM ST,LANCASTER,WI,538131258,42.8471782,-90.7096433,6087236601,0.0,29
262ddf10-0b1b-3116-84d1-6e335b42582b,SKAALEN NURSING AND REHABILIATION CENTER  INC.,400 N MORRIS ST,STOUGHTON,WI,535891857,42.92064685858586,-89.20821605050504,6088735651,0.0,1
60ab5289-f360-3ac5-bd1e-f919e7a51122,HEARTLAND HHC AND HOSPICE,1145 W MAIN AVE  SUITE 205,STEVENS POINT,WI,544828861,44.5229223,-89.574111,9203366455,0.0,3
bba021c6-d98f-3ff4-8ab6-f1de27dd0d3f,LAUREL HEALTH CARE COMPANY OF LOWELL,350 N CENTER ST,LOWELL,WI,493311212,43.3402719,-88.8170497,6168978473,0.0,14
7c05e8df-14ba-3139-9a7c-50c4a3a0c83e,UPLAND HILLS HEALTH INC,800 COMPASSION WAY,DODGEVILLE,WI,535331291,42.95120925,-90.12916566489977,6089307210,0.0,9
3ace083b-605c-3015-b420-b0576b1b87d3,CHARTWELL MIDWEST WISCONSIN LLC,1345 DEMING WAY STE 200,MIDDLETON,WI,535623688,43.08772733432017,-89.52809980183024,6088318555,0.0,98
cee20fa2-719c-3495-bdcf-eff71f3add31,BELOIT OPERATIONS LLC,1905 W HART RD,BELOIT,WI,535112230,42.54679436363636,-89.01139578787878,3146626660,0.0,2
663e8efd-3d17-3286-908b-ada7b36b1ea3,Community Resource and Referral Center - Milwaukee,1818 Martin Luther King Jr. Drive,Milwaukee,WI,53212,43.054127,-87.91425,414-263-7673,0.0,161
c9659c92-fb96-39f2-81b2-4535e49a13f8,RIDGEVIEW TERRACE LONG TERM CARE,2350 N DEWEY AVE,REEDSBURG,WI,539592316,43.5543934886626,-89.99446469761732,6085246577,0.0,20
457b4679-2fd5-3867-9f1d-1b5f878a26cd,AJ OPERATIONS LLC,2121 PIONEER DR,BELOIT,WI,535113025,42.53087695652174,-89.01747586956522,6083659526,0.0,5
b17fce12-0f54-36ae-bdc8-a5a43bbd6b20,ALDEN-MEADOW PARK HEALTH CARE CENTER  INC.,709 MEADOW PARK DR,CLINTON,WI,535259777,42.56319166666667,-88.86834833333333,6086762202,0.0,4
028eeb4d-621c-30cc-ac33-342855e1972a,LSS OF MADISON LLC,110 BELMONT ROAD,MADISON,WI,537143129,43.09543023967672,-89.31351997688783,6082497391,0.0,33
0d92c593-e603-35c8-9466-88c40827f0a1,EDGERTON CARE CENTER  INC,313 STOUGHTON RD,EDGERTON,WI,535341132,42.8394373,-89.07902212662972,6088841330,0.0,102
b85746af-dd8b-36a8-a01e-7533fbce620e,Internal Medicine Clinic,300 Main St,Madison,WI,53703,43.0747,-89.3869,6085551300,0.0,11301
98d7d032-166b-3d11-914b-238489a12cf1,BRANDENBURG OPCO LLC,814 OLD EKRON RD,BRANDENBURG,WI,401081149,43.1949255,-89.59184485478121,2704222148,0.0,2
3f30642b-9428-313f-bb3e-234dded6b2cf,ALDEN ESTATES OF COUNTRYSIDE  INC.,1130 COLLINS RD,JEFFERSON,WI,535492939,42.9941565,-88.82431673403889,7732866622,0.0,2
f71caaf9-6865-3714-bbd4-950af738cd8d,CROSSROADS CARE CENTER OF SUN PRAIRIE LLC,41 RICKEL RD,SUN PRAIRIE,WI,535901840,43.17919029841775,-89.24001657048045,6088378529,0.0,1
12876c8f-f711-36b3-bc60-d38c09c0ed70,WAUNAKEE OPERATIONS LLC,801 S KLEIN DR,WAUNAKEE,WI,535971575,43.18479683838384,-89.463805,6088495016,0.0,12
af2b1c48-1d33-34d2-bede-3a1a0ba862d9,SAUK COUNTY,1051 CLARK ST,REEDSBURG,WI,539592321,43.5307796,-90.03185480235479,6085247500,0.0,4
5b2ce3b4-52b3-3256-bd0c-5db12e40478b,BEAVER DAM COMMUNITY HOSPITALS INC,707 S UNIVERSITY AVE,BEAVER DAM,WI,539163027,43.44816815,-88.82662654646057,9208874050,0.0,20
1367dd39-4cc6-3bc1-92f6-2fd1f4d35a99,URGENT CARE PHYSCIANS  LTD,3329 EXPRESS CT,OSHKOSH,WI,549023241,44.0206919,-88.5408574,9207335900,0.0,1937
ffc5499c-8735-367b-ba97-42a868c2eeb2,Tomah VA Medical Center,500 E. Veterans Street,Tomah,WI,54660,44.00095,-90.50921,608-372-3971,0.0,62
482689f4-cb59-35b8-80e4-7a63877eec63,William S. Middleton Memorial Veterans Hospital,2500 Overlook Terrace,Madison,WI,53705,43.073982,-89.429085,608-256-1901 Or 888-478-8321,0.0,208
993457b0-03b2-3d6e-9f73-6280b8222ab7,Lakeview Pediatrics,20 Lakeview Dr,Portage,WI,53901,43.5391,-89.4631,6085551600,0.0,5143
973b371b-f7fc-3ed2-9247-dd20706d4e63,Family Medicine North,101 North St,Madison,WI,53704,43.1201,-89.3654,6085551100,0.0,10590
505b01a0-76e2-3e57-9fbb-22e1450b54a3,OAK PARK PLACE OF JANESVILLE LLC,700 MYRTLE WAY,JANESVILLE,WI,535459101,42.670191,-88.990443,6082790378,0.0,10
3e85fd2e-07b1-34ea-a978-2d23544d6cdc,NSH MINERAL POINT LLC,109 N IOWA ST,MINERAL POINT,WI,535651118,42.8601834,-90.179547,6089872381,0.0,3
eee8d2f7-292c-33d6-9615-a19a0777f0a2,Madison West Annex Clinic,1 Science Court,Madison,WI,53711,43.059372,-89.468864,608-280-7059,0.0,2347
9f89a52c-2826-33f5-b8a4-ff8cd36d233c,LUTHERAN HOMES OF OCONOMOWOC INC.,1305 W WISCONSIN AVE,OCONOMOWOC,WI,530662646,43.120809949999995,-88.52051159904241,2625606964,0.0,3
1bed1f0a-9e69-3a1a-89d4-992915a1067e,Janesville Clinic,2419 Morse Street,Janesville,WI,53545,42.72222,-88.99433,608-758-9300,0.0,1388
fbcb59e3-d735-3d3b-9223-1979f39df195,Andor Community Hospital,200 River St,Janesville,WI,53545,42.6828,-89.0187,6085550200,0.0,25983
4a2eb38d-c9f4-33b9-92d4-52f2ed78ab34,EAST TROY MANOR,3271 NORTH ST,EAST TROY,WI,531201147,42.7851871,-88.4054374,2626423995,0.0,14
a4e5e23d-71ab-39c7-af65-8d595cca3655,BEAVER DAM COMMUNITY HOSPITALS INC,707 S UNIVERSITY AVE,BEAVER DAM,WI,539163027,43.44816815,-88.82662654646057,9208874050,0.0,65
731cb794-c628-3953-bf5b-fa8292a56581,AGRACE HOSPICECARE,5395 E CHERYL PKWY,PLATTEVILLE,WI,538181207,42.7342942,-90.4784451,6082764660,0.0,11
5097b5e0-8e8a-3387-8fb2-c5995a530148,BRIDGES HOME HEALTHCARE,1121 E SUMNER ST  SUITE B,HARTFORD,WI,530271609,43.31771567774789,-88.36260061068732,2626736600,0.0,20
c6ae2c7b-18d4-3997-9a84-39dff56476c8,CROSSROADS CARE CENTER OF MAYVILLE,305 S CLARK ST,MAYVILLE,WI,530501488,43.49251766666667,-88.5560515,9203870354,0.0,50
3badd3fb-f6e7-38e8-9695-2b60dbcb4863,Rural Family Health Center,5 County Rd,Dodgeville,WI,53533,42.9608,-90.1307,6085551500,0.0,2707
a1d03c27-23c2-3576-96e1-fef80909c142,OAKWOOD VILLAGE UNIVERSITY WOODS HOMES INC,6201 MINERAL POINT RD,MADISON,WI,537054503,43.0607321425946,-89.48728347019424,6082304318,0.0,44
092d41b7-c74f-3ae2-9ac0-4507ec9d906d,MONTELLO CARE CENTER,251 FOREST LANE,MONTELLO,WI,539499380,43.797206,-89.32131468620435,6082972153,0.0,8
268ab907-925d-32f2-9433-e288895c7ff5,WISCONSIN ILLINOIS SENIOR HOUSING INC,407 N 8TH ST,MOUNT HOREB,WI,535721872,43.008665,-89.7384145,6084375511,0.0,2
e7f6a97c-2030-3b2f-9c3e-c289fc471b3b,Andor Rural Hospital,50 Hilltop Rd,Baraboo,WI,53913,43.474,-89.744,6085550300,0.0,11497
100d7abb-1b3c-37d3-8f6d-ce53ff257132,MAGNOLIA HILL,4325 NAKOMA RD,MADISON,WI,537113757,43.03966813777505,-89.4491620250927,6082717321,0.0,870
c68c964e-7f5c-38c3-95a0-c7807e2fcff0,UPLAND HILLS HEALTH INC,800 COMPASSION WAY,DODGEVILLE,WI,535331956,42.95120925,-90.12916566489977,6089307600,0.0,7
47966c54-9892-368c-89aa-f7a37f85801b,RECOVER HEALTH,2500 RIMROCK RD #101,MADISON,WI,537132709,43.03562,-89.380093,6082748193,0.0,582
f84b6c39-5673-363a-84d8-bf3485bd7957,MASONIC CENTER FOR HEALTH AND REHAB INC.,400 N MAIN ST,DOUSMAN,WI,531189348,43.0202528034135,-88.4723862214792,2629652111,0.0,2
c7caddae-de9e-3fd0-ad61-ba5409d2e003,BEDROCK HCS AT BEAVER DAM LLC,410 ROEDL CT,BEAVER DAM,WI,539162934,43.445323355871274,-88.83022058705647,9208877191,0.0,17
359c6d1c-a9ce-3089-a99c-368820421f5b,OREGON HEALTHCARE LLC,354 N MAIN ST,OREGON,WI,535751426,42.93119053061224,-89.38342951020408,6088353535,0.0,21
1f63bb50-fc5d-3bac-95b9-df663395798e,CHRISTIAN HOME AND REHABILITATION CENTER INC,452 FOX LAKE RD,WAUPUN,WI,539631974,43.628246530612245,-88.75668387755101,9203249051,0.0,1
5d0f91e2-aed6-34cc-a122-f1a5e555ab50,MAPLEWOOD OF SAUK PRAIRIE,245 SYCAMORE ST,SAUK CITY,WI,535831013,43.2793852915364,-89.73450280739749,6086433383,0.0,34
827f6f49-138e-3f38-b9b8-113567796c42,LUTHERAN SOCIAL SERVICES OF WISCONSIN AND UPPER MICHIGAN INC,2000 W BLUEMOUND RD,WHITEWATER,WI,531901959,42.8336422,-88.7292679,2628963446,0.0,24
b68e8ba9-33bb-3bb1-a260-f230ebe00e6b,NSH LAKE MILLS LLC,901 MULBERRY ST,LAKE MILLS,WI,535511335,43.0852186,-88.9028085,9206488433,0.0,1
f7c385a5-2e85-3eed-bf88-f799230519af,EVANSVILLE MANOR NURSING AND REHAB  LLC,470 GARFIELD AVE,EVANSVILLE,WI,535361014,42.78219042857143,-89.31261971428572,6088825700,0.0,3
47975500-bf34-3d4b-b4d0-e1fb47fca59d,MERCYHEALTH AT HOME,901 MINERAL POINT AVE,JANESVILLE,WI,535482970,42.686707,-89.030513,6087542201,0.0,333
8a8d6c86-d109-3fdc-8495-c1b91fa084ed,PAVILION AT GLACIER VALLEY,1900 AMERICAN EAGLE DR,SLINGER,WI,530869043,43.326403,-88.247193,2622976300,0.0,5
543206b2-3d2d-36f0-b563-3030f5770c08,TROUSDALE FOUNDATION INC. BENCHMARK HEALTHCARE OF DANE COUNTY,634 CENTER ST,BLACK EARTH,WI,535159544,43.14363675552438,-89.74682727993778,6087672572,0.0,3
91ca79bf-cf6e-3e71-b7bc-dba0b5d68a1f,MOMENTS HOSPICE OF MADISON LLC,5315 WALL ST STE 135,MADISON,WI,537187963,43.132300076725926,-89.28992761236229,9202128533,0.0,36
22ba5b98-9e22-3b2e-99a2-77d93374e688,Milwaukee Vet Center,7910 N. 76th Street  Suite 100,Milwaukee,WI,53223,43.0389,-87.9065,414-902-5561,0.0,51
abd0b63d-8172-3ae4-8f23-fcc15b5ca3af,BELOIT HEALTH SYSTEM INC,655 THIRD STREET,BELOIT,WI,535116268,42.5083272,-89.031784,6083637421,0.0,1
42306768-4001-3fa8-ad7a-82c5ca47cf93,LAFAYETTE MANOR,719 E CATHERINE ST  BOX 167,DARLINGTON,WI,535301330,42.6829066,-90.117812,6087764210,0.0,12
5a7978cd-d780-3a28-88f6-c301f3f4a609,VILLA AT MIDDLETON VILLAGE  LLC,6201 ELMWOOD AVE,MIDDLETON,WI,535623319,43.0960999,-89.5000618,6088289743,0.0,28
5be5c617-5cb2-3795-9abc-65e091705743,SUN PRAIRIE HEALTHCARE OPERATIONS LLC,228 W MAIN ST,SUN PRAIRIE,WI,535902908,43.18338233333333,-89.21615299999999,6088375959,0.0,3
094042c7-80b9-3f2a-951b-e7344d21ab4d,ST AGNES HSPTL HOSPICE HOPE,239 TROWBRIDGE DRIVE,GREEN LAKE,WI,549419773,43.7971612,-89.0402508,9209237950,0.0,12
99ac9f99-21b8-3886-b9b6-b9d0fa252fa0,FOUR WINDS MANOR  INC.,303 S JEFFERSON ST,VERONA,WI,535931415,42.98775018967078,-89.53069008970137,6088456465,0.0,14
aadf4eba-5a22-3eca-ace4-f7db83cf8201,PLATTEVILLE NURSING AND REHAB  LLC,1300 N WATER ST,PLATTEVILLE,WI,538181452,42.746788,-90.465925,6083482453,0.0,2
89e09c58-2122-3129-b70b-b4ed0e848471,MARQUARDT HOME AND COMMUNITY BASED SERVICES  INC.,1020 HILL ST,WATERTOWN,WI,53098,43.202063894736845,-88.70654742105263,9202610400,0.0,4
97002941-4e82-3f11-a5f7-d6d7520b087a,UPLAND HILLS HEALTH INC,800 COMPASSION WAY,DODGEVILLE,WI,535331291,42.95120925,-90.12916566489977,6089307210,0.0,43
2ec41169-fe52-33b8-9e02-01ac373b05cc,Family Medicine South,202 South St,Madison,WI,53711,43.0256,-89.4232,6085551200,0.0,15451
04c15573-06de-30e0-bd13-dac68eb95094,OAK PARK NURSING AND REHAB CTR,718 JUPITER DRIVE,MADISON,WI,537182950,43.087006159077056,-89.28255582648913,6086638600,0.0,276
ed4f0565-ced8-3f74-9f6c-a576d3833e56,ROCK HAVEN,3418 N COUNTY HWY F,JANESVILLE,WI,535470920,42.6829765,-89.0226793,6087575000,0.0,22
18d5601a-0cbe-3b2a-8c63-c8bd24d89a24,SAFETY CARE INC,933 UNIVERSITY AVE W,SAINT PAUL,WI,551044704,43.100486149999995,-89.33594926259742,6516454537,0.0,19
1cf70e5c-2fe6-3e07-a9a3-5f33054db64b,CAPITOL LAKES INC.,333 W MAIN ST,MADISON,WI,537033107,43.07135044444445,-89.38642544444444,6082832141,0.0,34
1d5b301f-9ad3-391b-90c1-0d12abd1f72f,GENEVA LAKE MANOR,211 S CURTIS ST,LAKE GENEVA,WI,531472052,42.5891,-88.423537,2622483145,0.0,14
39d6930e-2a46-3a2e-9e5f-ae8e0c3b7c78,SSM HEALTH AT HOME HOME HEALTH-WISCONSIN,2802 WALTON COMMONS LANE,REEDSBURG,WI,539591677,43.5324809,-90.0026259,6082416951,0.0,66
97730136-806f-382a-9067-accf4e692949,Appleton Clinic (John H. Bradley),10 Tri-Park Way,Appleton,WI,54914,44.281895,-88.453674,920-831-0070,0.0,37
e12a61fc-12dc-3222-bb25-7b35dcd8f353,Baraboo Clinic,1670 South Blvd,Baraboo,WI,53913,43.4807,-89.7399,608-356-9318,0.0,690
421800b4-6f91-3519-b7e1-419c61849df1,THE MONROE CLINIC INC,515 22ND AVE,MONROE,WI,535661569,42.608070749999996,-89.63398655229402,6083242000,0.0,11
e6733ff9-dfcd-3460-a37a-aa08851d0545,Kenosha Clinic,8207 22nd Avenue,Kenosha,WI,53140,42.555126,-87.83505,262-653-9286 Or 262-653-9286,0.0,2
f4d34f3c-ee20-34a0-9fce-afed9ce6c525,NSH MONROE LLC,516 26TH AVE,MONROE,WI,535661531,42.607373384615386,-89.62850707692307,6083259141,0.0,22
40cf35e0-0426-3bd8-a299-a3b0195fecb1,AT HOME HEALTHCARE,655 3RD ST  SUITE 200,BELOIT,WI,535116268,42.50646003355705,-89.03656691275168,6083635885,0.0,41
7022d88f-f0f6-3ca7-8317-f3354debb232,WEST ALLIS URGENT CARE WALK IN CLINIC CORP,7516 W OKLAHOMA AVE,MILWAUKEE,WI,532192860,42.9886383,-87.948302,7346522385,0.0,2721
53c69c8e-3d2b-3c9d-9c22-9277a7ca8b24,CEDAR CREST  INC.,1702 S RIVER RD,JANESVILLE,WI,535465648,42.654096,-89.056075,6087560344,0.0,26
5b7117b2-111a-3ed1-b2f8-8dbb50311489,BIG HITTTER'S LLC,2801 COHO ST STE 302,MADISON,WI,537134577,43.030805,-89.414543,6082380268,0.0,108
d698acdf-efce-34e1-8caa-96d0d6779ec6,NORTH WOODS HOME NURSING,226 S CEDAR ST,NEWBERRY,WI,498681716,43.0466715,-89.5202785,9063416963,0.0,69
c7d1f7cc-cc39-3800-91f1-e45b96e9e5b3,Madison Vet Center,1291 N. Sherman Ave,Madison,WI,53704,43.11412,-89.36377,608-264-5342 Or 608-264-5342,0.0,337
3c0aa272-663a-3801-8854-ecc2f1ab1f45,MAXIM HEALTHCARE SERVICES  INC.,5100 EASTPARK BLVD STE 100,MADISON,WI,537182149,43.1470608,-89.2911994,6082321000,0.0,38
3b73f1db-3c84-30f0-a37e-c731e5e20c5d,FAIRHAVEN CORPORATION,435 W STARIN RD,WHITEWATER,WI,531901133,42.839876959393784,-88.73626927452413,2624733445,0.0,4
f4bedaa6-cb22-307d-8685-325fb1d08d7d,NSH SUMMIT LLC,2195 N SUMMIT VILLAGE WAY,OCONOMOWOC,WI,530668675,43.1116731,-88.4992659,2625674662,0.0,2
ae2f1d03-3c50-383f-8de3-56380af8b874,MARQUARDT MEMORIAL MANOR  INC.,1020 HILL ST,WATERTOWN,WI,530983099,43.202063894736845,-88.70654742105263,9202610400,0.0,1
d0433dba-bf8d-3e4b-b19f-6e2750ea9bc5,OAKWOOD VILLAGE EAST LUTHERAN HOMES  INC,5833 AMERICAN PKWY,MADISON,WI,537188325,43.15732624676456,-89.28520155721706,6082304000,0.0,5
12a9cc9a-3fa8-3828-ba1e-c57e51ad2f4d,COUNTY OF COLUMBIA,323 W. MONROE ST.,WYOCENA,WI,53969,43.495773622904785,-89.3129205971241,6084292181,0.0,31
64624632-093e-37e0-bf84-f625d10f80c2,BEAVER DAM COMMUNITY HOSPITALS INC,803 S UNIVERSITY AVE,BEAVER DAM,WI,539163029,43.447509,-88.82734356548984,9208875901,0.0,7
dc29e0a9-9f8e-3410-b32b-fc3e7b069158,HOLTON MANOR,645 N CHURCH ST,ELKHORN,WI,531212204,42.682109897816204,-88.54625634803311,2627234963,0.0,47
b98bd4a1-6fef-399b-9d17-acd74a2739a8,IHC URGENT CARE SERVICES LLC,375 W RIVER WOODS PKWY,GRAFTON,WI,530249368,43.3197265,-87.9534226,4142906718,0.0,1265
a313f005-02c8-327d-8884-6ebfac4b4f97,RIVER VALLEY NURSING HOME INC,501 S WINSTED ST,SPRING GREEN,WI,535880759,43.1769367,-90.0680478,6085882586,0.0,3
50aca9e2-1dc3-3bf3-bceb-b1178483a2ba,TOMAH MEMORIAL HOSPITAL INC,601 STRAW ST,TOMAH,WI,546601173,44.00818968155709,-90.50973621405134,6083722181,0.0,1
cf496600-7598-3fe8-9558-f6216ec9d340,TRANSITIONS AT HOME  INC.,100 S 1ST ST,MOUNT HOREB,WI,535723423,43.00848315,-89.74005064106116,9207400853,0.0,28
1d09e692-ad8d-3688-8fa7-740dc33fb3ed,RAINBOW HOSPICE CARE  INC.,147 W ROCKWELL ST,JOHNSON CREEK,WI,530948511,43.076113,-88.7742707,9206746255,0.0,2
df84477b-8725-360a-b5b2-c6133e114774,COUNTY OF DANE,1100 E VERONA AVE,VERONA,WI,535938717,42.99567035,-89.51492027721932,6088456601,0.0,39
d46cf1a5-21a5-32f2-9703-692f30807ee0,SISTERS OF CHARITY OF OUR LADY MOTHER OF THE CHURCH,502 SAINT LAWRENCE AVE,JANESVILLE,WI,535454098,42.683504163265304,-89.01656585714287,6087526709,0.0,14
846693ce-cf24-3b28-9739-599a06542552,NSH WISCONSIN DELLS LLC,300 RACE ST,WISCONSIN DELLS,WI,539651822,43.619594,-89.76307,4149625250,0.0,1
23a1667a-7aa4-3220-804c-eb8a48df93e9,Madison Central Clinic,2500 Overlook Terrace,Madison,WI,53705,43.073982,-89.429085,888-856-9039 X 17059,0.0,370
b5e4b749-3e1c-3997-9906-21ea0fc054ca,NEW GLARUS HOME  INC,600 2ND AVE,NEW GLARUS,WI,535749776,42.8192681,-89.64208582383128,6085272126,0.0,3
7b1a073b-4b56-3426-91ff-af92d03ad834,DIVINE SAVIOR HEALTHCARE INC,2817 NEW PINERY ROAD,PORTAGE,WI,539019240,43.565997499999995,-89.46453200849112,6087424131,0.0,144
0504b341-36d6-37cc-a4f5-4bc1942553c5,SSM HEALTH CARE OF WISCONSIN INC,1414 JEFFERSON ST,BARABOO,WI,539131503,43.4813592,-89.7275112,6083564838,0.0,10
fec37171-72f9-3892-bba5-6a6bfa9e0cf2,MARQUARDT HOME AND COMMUNITY BASED SERVICES  INC.,1020 HILL ST,WATERTOWN,WI,530983016,43.202063894736845,-88.70654742105263,9202617108,0.0,64
8760f430-92cc-3503-bf77-3a23719ecbbe,SSM HEALTH AT HOME HOSPICE,1600 JEFFERSON ST  SUITE 101,MINERAL POINT,WI,535658413,42.8601834,-90.179547,8773564514,0.0,53
